Neighborhood|Venue|Venue Latitude|Venue Longitude|Venue Category|Category Number
Northridge - Census Tract 115202|Delicious Bakery|34.236726341111634|-118.53737499897593|Bakery|11
Panorama City - Census Tract 120400|Jollibee|34.22101906454646|-118.43333553128453|Fast Food Restaurant|2
Valley Glen - Census Tract 123520|Mariscos Vallarta Grill|34.18638854057894|-118.42348900589464|Mexican Restaurant|1
Valley Glen - Census Tract 123602|Sweet Bakery Grocery & Kabob Factory|34.17914551378048|-118.43081474304199|Middle Eastern Restaurant|18
North Hollywood - Census Tract 124204|McDonald's|34.172455|-118.372269|Fast Food Restaurant|2
North Hollywood - Census Tract 124105|SUBWAY|34.1797518938432|-118.38327724692876|Sandwich Place|4
Northridge - Census Tract 115201|Chi's Chinese|34.245655684672236|-118.53685060782162|Chinese Restaurant|10
Sun Valley - Census Tract 122121|Denny's|34.216347996469224|-118.36997412351593|Diner|21
Panorama City - Census Tract 120400|Chowking|34.220478827943865|-118.43316080563672|Asian Restaurant|16
North Hills - Census Tract 117201|Manila Sunset|34.24333971520479|-118.46675360350515|Asian Restaurant|16
Panorama City - Census Tract 120030|TOGO'S Sandwiches|34.216016|-118.448307|Sandwich Place|4
North Hollywood - Census Tract 123104|La Maria|34.18484307062518|-118.36018840284932|Latin American Restaurant|19
North Hollywood - Census Tract 124105|Chinese Delight|34.178917838626546|-118.38282249669034|Chinese Restaurant|10
North Hills - Census Tract 117408|Horseless Carriage|34.22144558626456|-118.47022645256577|Café|26
Panorama City - Census Tract 120104|Taco Truck by Chase Bank|34.22460929665511|-118.45158226723494|Food Truck|8
Northridge - Census Tract 117302|Las Hadas|34.23506017133135|-118.50201034752538|Mexican Restaurant|1
North Hollywood - Census Tract 124103|Jack in the Box|34.190007|-118.3881053|Fast Food Restaurant|2
Sun Valley - Census Tract 121221|SUBWAY|34.22421249445572|-118.39787378655348|Sandwich Place|4
Sun Valley - Census Tract 122122|Raspado Xpress|34.219775797777814|-118.36867690047403|Mexican Restaurant|1
North Hollywood - Census Tract 124201|McDonald's|34.18623027474127|-118.37085522246525|Fast Food Restaurant|2
North Hollywood - Census Tract 124201|Popeyes Louisiana Kitchen|34.186815699358995|-118.37068687978768|Fried Chicken Joint|25
Panorama City - Census Tract 120400|Original Thai BBQ & Restaurant|34.22084928334234|-118.43328656723735|Thai Restaurant|5
Panorama City - Census Tract 120104|Pinoy-Pinay Filipino Fast Food|34.22317908418029|-118.44723224910612|Filipino Restaurant|22
North Hollywood - Census Tract 124105|Taco Bell|34.17915121236754|-118.38298362533523|Fast Food Restaurant|2
Valley Glen - Census Tract 123303|Sri Siam Cafe|34.19429382162991|-118.41329352013058|Thai Restaurant|5
Valley Glen - Census Tract 123303|Tacos Mexico|34.20104157131762|-118.4104858933722|Mexican Restaurant|1
Sun Valley - Census Tract 121101|Old Time Drive In|34.22850068580284|-118.36476922394154|American Restaurant|14
Winnetka - Census Tract 113401|Subway|34.231638776094385|-118.56144448407983|Sandwich Place|4
Sun Valley - Census Tract 121101|Subway|34.228540331944544|-118.36654963260199|Sandwich Place|4
Northridge - Census Tract 115201|Jack in the Box|34.24207146157713|-118.53641331195831|Fast Food Restaurant|2
Valley Glen - Census Tract 123410|Denny's|34.20091394798899|-118.41948844492435|Diner|21
Sun Valley - Census Tract 121802|McDonald's|34.216905799029824|-118.38811061228625|Fast Food Restaurant|2
Panorama City - Census Tract 119700|SUBWAY|34.22205267830947|-118.42869633457315|Sandwich Place|4
Sun Valley - Census Tract 122121|Daniel's Tacos|34.21548433246401|-118.37004387990306|Taco Place|23
Sun Valley - Census Tract 121101|El Pollo Loco|34.222859|-118.366306|Fast Food Restaurant|2
Panorama City - Census Tract 120104|DJ Bibingkahan|34.22196411929765|-118.44728324098024|Filipino Restaurant|22
Sun Valley - Census Tract 122121|Baskin-Robbins|34.21538646657335|-118.37005778625145|Ice Cream Shop|13
Valley Glen - Census Tract 123303|SUBWAY|34.20078688395529|-118.40914743370377|Sandwich Place|4
Valley Glen - Census Tract 124400|Le Sushi|34.172053|-118.406217|Sushi Restaurant|12
Panorama City - Census Tract 120104|Carl's Jr.|34.22139054257737|-118.44639785367724|Fast Food Restaurant|2
Northridge - Census Tract 117302|California Bowl Sushi & Teriyaki|34.23425744368246|-118.50211868478699|Japanese Restaurant|15
North Hollywood - Census Tract 123901|Carl's Jr.|34.18326267173514|-118.3962387901783|Fast Food Restaurant|2
North Hollywood - Census Tract 124300|Tom's Burgers|34.17194244712451|-118.36178550151004|Burger Joint|7
Northridge - Census Tract 115104|Subway|34.23978195316263|-118.52622991607606|Sandwich Place|4
Northridge - Census Tract 115202|The Habit Burger Grill|34.237743|-118.536389|Burger Joint|7
Panorama City - Census Tract 119340|Rincon Taurino|34.235544742141194|-118.44968184084699|Mexican Restaurant|1
Sun Valley - Census Tract 121101|The Town Café|34.22839239870225|-118.36586645776664|Diner|21
Panorama City - Census Tract 120400|Ord Noodles|34.2195683778171|-118.4325056230208|Thai Restaurant|5
Valley Glen - Census Tract 123700|Vic's Thai Food|34.18688673384976|-118.4062038069176|Asian Restaurant|16
Panorama City - Census Tract 120104|Asia Buffet|34.22059467733319|-118.44857382002436|Asian Restaurant|16
North Hills - Census Tract 117405|Cold Stone Creamery|34.234653|-118.467127|Ice Cream Shop|13
North Hollywood - Census Tract 123205|2 For 1 Pizza Co.|34.19300202078035|-118.38747849297948|Pizza Place|3
Panorama City - Census Tract 120400|El Nuevo Rinconcito Salvadoreno Restaurant|34.21976275538498|-118.43246267147583|Restaurant|17
Northridge - Census Tract 115201|Baskin-Robbins|34.24348443551304|-118.53602837454666|Ice Cream Shop|13
North Hollywood - Census Tract 124201|Edy's Burger|34.18703488743976|-118.37068733417476|Burger Joint|7
Valley Glen - Census Tract 123520|Baskin-Robbins|34.186867441910806|-118.42315249146296|Ice Cream Shop|13
North Hills - Census Tract 117201|El Pollo Loco|34.243346|-118.467065|Fast Food Restaurant|2
Sun Valley - Census Tract 122420|El Michoacano|34.20623345842921|-118.38425651459656|Mexican Restaurant|1
North Hollywood - Census Tract 124204|Tacos Manzanos|34.17201788250752|-118.37448347115833|Mexican Restaurant|1
Valley Glen - Census Tract 123410|Hungry Fox|34.201369585413794|-118.42459085086278|American Restaurant|14
North Hills - Census Tract 117405|Jack in the Box|34.23600915781602|-118.47376093268394|Fast Food Restaurant|2
Panorama City - Census Tract 120400|Maki Yaki|34.219835988049184|-118.4324002702549|Japanese Restaurant|15
Panorama City - Census Tract 120400|Red Ribbon Bakeshop|34.22056913351458|-118.43318773859878|Bakery|11
Sun Valley - Census Tract 121221|Carl's Jr/Green Burrito|34.223176125149735|-118.39676156154985|Fast Food Restaurant|2
Panorama City - Census Tract 119700|Baan Thai|34.221840118706|-118.42820471946932|Thai Restaurant|5
North Hills - Census Tract 117201|Lucky Donuts & Croissants|34.24286930423764|-118.467019|Donut Shop|9
Northridge - Census Tract 115202|McDonald's|34.23589606753382|-118.53650853037834|Fast Food Restaurant|2
North Hollywood - Census Tract 124105|Yum Yum Donuts|34.17955987433397|-118.38381192374607|Donut Shop|9
Sun Valley - Census Tract 122121|Sushi Dragon|34.21743949323686|-118.37066731215498|Sushi Restaurant|12
North Hills - Census Tract 117201|SUBWAY|34.24336781191345|-118.4668578012292|Sandwich Place|4
Valley Glen - Census Tract 123602|Rigo's Taco|34.179130145742384|-118.43059223659615|Mexican Restaurant|1
Valley Glen - Census Tract 123304|Tasty Burger|34.19414891790387|-118.40615422219386|Middle Eastern Restaurant|18
Northridge - Census Tract 115201|Small Island|34.24372598033497|-118.53662160106866|Japanese Restaurant|15
Panorama City - Census Tract 120400|Del Taco|34.22185412517597|-118.43132682273223|Fast Food Restaurant|2
North Hollywood - Census Tract 124103|El Pollo Loco|34.18705|-118.387512|Fast Food Restaurant|2
Sun Valley - Census Tract 122121|Jack in the Box|34.215416461703256|-118.37066352367401|Fast Food Restaurant|2
Panorama City - Census Tract 120400|Valerio's Bakery|34.22063503597511|-118.43319260440411|Bakery|11
Winnetka - Census Tract 113401|El Taco Llama #1|34.228570452231004|-118.56268374342487|Mexican Restaurant|1
Sun Valley - Census Tract 121600|Boiling Crab|34.212029027535145|-118.40858861856906|Cajun / Creole Restaurant|27
North Hollywood - Census Tract 123103|Victorio's Ristorante|34.18723228834913|-118.36850578914249|Italian Restaurant|20
North Hollywood - Census Tract 124204|Hayat's Kitchen|34.172845929875244|-118.37088228049991|Middle Eastern Restaurant|18
North Hollywood - Census Tract 124201|Starbucks|34.18826752355354|-118.37172564714703|Coffee Shop|6
Valley Glen - Census Tract 123700|Pizza Hut|34.18688537803624|-118.40466878844381|Pizza Place|3
Sun Valley - Census Tract 121801|Gus' Lunch Box|34.211752395660604|-118.39661322782571|Food Truck|8
North Hills - Census Tract 117405|Panda Express|34.2346923756244|-118.46687522026961|Chinese Restaurant|10
Sun Valley - Census Tract 122420|Jimmy's Burgers|34.206234184558085|-118.38425868887862|Burger Joint|7
Panorama City - Census Tract 120400|Manila Good-Ha Fast Food|34.21952738274639|-118.43236405347862|Asian Restaurant|16
North Hollywood - Census Tract 124203|SUBWAY|34.17951508914121|-118.37039528885091|Sandwich Place|4
North Hollywood - Census Tract 124105|Pizza Hut|34.17890031927572|-118.38269457221031|Pizza Place|3
Panorama City - Census Tract 119700|Khun Khao Thai Restaurant|34.221008593686285|-118.42535936916423|Thai Restaurant|5
Panorama City - Census Tract 120104|Bamboo Bistro|34.22539661254552|-118.44848676528866|Asian Restaurant|16
Northridge - Census Tract 115202|Hot Wok Cafe|34.2365095|-118.5375707|Chinese Restaurant|10
North Hills - Census Tract 117408|Burger King|34.22104998634449|-118.47172111272812|Fast Food Restaurant|2
Panorama City - Census Tract 120104|El Gallo Giro|34.22194276726798|-118.44900919233585|Mexican Restaurant|1
Panorama City - Census Tract 120010|The Original Khun Dang Thai Restaurant|34.21998364048118|-118.46714127375508|Thai Restaurant|5
Sun Valley - Census Tract 121802|Pizza Hut|34.21670843518931|-118.3883835375309|Pizza Place|3
North Hills - Census Tract 117510|Tacos Don Chente|34.235547|-118.466392|Mexican Restaurant|1
Arleta - Census Tract 119202|Taco El Oso|34.254086891306855|-118.43831853894656|Mexican Restaurant|1
North Hollywood - Census Tract 124102|Mofongos Comida Caribeña|34.17543665146383|-118.38114430122184|Latin American Restaurant|19
North Hollywood - Census Tract 123206|Rigos Tacos|34.19375786225686|-118.37766653282256|Mexican Restaurant|1
North Hills - Census Tract 117408|Kountry Folks Restaurant|34.224866354161364|-118.46786645499571|American Restaurant|14
Sun Valley - Census Tract 123010|Pollo Campero|34.200581|-118.369941|Mexican Restaurant|1
Valley Glen - Census Tract 123420|Taco Bell|34.19379123723139|-118.4140042272012|Fast Food Restaurant|2
North Hills - Census Tract 117408|Taco Bell|34.22090601040429|-118.47184218846783|Fast Food Restaurant|2
North Hills - Census Tract 117201|Baskin-Robbins|34.243222388466776|-118.4672202564886|Ice Cream Shop|13
Valley Glen - Census Tract 123410|Rainbow Thai Cuisine|34.201062|-118.4207135438919|Thai Restaurant|5
North Hills - Census Tract 117408|Denny's|34.221060886548784|-118.47137109206415|Diner|21
Panorama City - Census Tract 119340|Ocha classic|34.235063560953336|-118.45083241918526|Thai Restaurant|5
Winnetka - Census Tract 113421|Sandwich Man|34.23182024268368|-118.5796779581132|Sandwich Place|4
Sun Valley - Census Tract 121101|Casa Nuova|34.22857366793988|-118.36544695973188|Italian Restaurant|20
Panorama City - Census Tract 120030|Burger King|34.21694461328647|-118.44815336982714|Fast Food Restaurant|2
Northridge - Census Tract 115104|Fox Pizza Bus|34.241472|-118.525273|Food Truck|8
North Hills - Census Tract 117404|Fratelli's Pizza|34.228753668460485|-118.48436586307432|Italian Restaurant|20
Northridge - Census Tract 115202|Joyce's Coffee Shop & Restaurant|34.2315773327863|-118.53582443587233|Coffee Shop|6
Sun Valley - Census Tract 122410|Carnitas Michoacan|34.20154622413369|-118.38798630828911|Mexican Restaurant|1
North Hills - Census Tract 117405|Pollo Campero|34.233914|-118.467198|Latin American Restaurant|19
Valley Village - Census Tract 124000|Pizza Hut|34.165093942645214|-118.40501032775137|Pizza Place|3
North Hollywood - Census Tract 124104|Taqueria La Chispita|34.185780127185126|-118.3873299487216|Mexican Restaurant|1
Valley Glen - Census Tract 123602|Royal Pizza|34.17912774277706|-118.43072718328553|Pizza Place|3
Panorama City - Census Tract 120103|Tacos El Gordo Truck|34.22821444263339|-118.45027685165405|Mexican Restaurant|1
North Hills - Census Tract 117510|SUBWAY|34.23482012378093|-118.46618993243486|Sandwich Place|4
Valley Glen - Census Tract 123602|Subway|34.179098692017476|-118.43167113111905|Sandwich Place|4
Sun Valley - Census Tract 121802|SUBWAY|34.2166616165716|-118.38820698761045|Sandwich Place|4
Sun Valley - Census Tract 122000|SUBWAY|34.220079970287095|-118.41914326232192|Sandwich Place|4
North Hills - Census Tract 117520|Daniel's Tacos|34.228786469628254|-118.46572037745221|Mexican Restaurant|1
Panorama City - Census Tract 120010|Triangle Liquor Store|34.21901068294822|-118.46638817623935|Brewery|53
North Hills - Census Tract 117407|KFC|34.230160509079916|-118.46736169551139|Fried Chicken Joint|25
Panorama City - Census Tract 120104|SUBWAY|34.2217947883118|-118.44690337199421|Sandwich Place|4
North Hollywood - Census Tract 123104|Barn Rau|34.17957433110463|-118.36705410846967|Thai Restaurant|5
North Hills - Census Tract 117530|Carnitas Michoacanas|34.2216176850604|-118.46077762721045|Mexican Restaurant|1
North Hills - Census Tract 117408|Little Caesars Pizza|34.22210716500141|-118.46753400662053|Pizza Place|3
Sun Valley - Census Tract 121101|Chai Thung|34.22418626253086|-118.36520054047836|Thai Restaurant|5
North Hollywood - Census Tract 124105|Yoshinoya Beef Bowl Restaurant|34.181414000206985|-118.38433900639738|Japanese Restaurant|15
North Hills - Census Tract 117405|Pizza Hut|34.23543261753567|-118.47377434372902|Pizza Place|3
Panorama City - Census Tract 119320|Los Compadres|34.235714899687316|-118.45558615249952|Food Truck|8
Northridge - Census Tract 115201|Pho 22|34.24585583117587|-118.5369942098235|Vietnamese Restaurant|32
Panorama City - Census Tract 119340|Pizza Hut|34.23522742932864|-118.44847373664373|Pizza Place|3
Panorama City - Census Tract 119340|Sizzling Wok|34.235363875931114|-118.4502124786377|Chinese Restaurant|10
Sun Valley - Census Tract 122120|KFC|34.20893365479989|-118.37062338315144|Fried Chicken Joint|25
Valley Glen - Census Tract 124400|Cafe Delish|34.172577|-118.40557515621185|Café|26
Valley Glen - Census Tract 123700|Talisman Restaurant|34.18638467788696|-118.41396|Ukrainian Restaurant|47
Sun Valley - Census Tract 122420|Yum Yum Donuts|34.20623774666124|-118.38425698517683|Donut Shop|9
North Hills - Census Tract 117530|La Pizza Loca|34.22148261156978|-118.46062794482307|Pizza Place|3
North Hollywood - Census Tract 124104|Golden Palace|34.187058|-118.388015|Chinese Restaurant|10
Northridge - Census Tract 117302|Continental Liquor|34.23629555|-118.50198491666667|Restaurant|17
North Hills - Census Tract 117520|La Asuncion|34.228747487068176|-118.4671425819397|Mexican Restaurant|1
Panorama City - Census Tract 119340|Carnitas Michoacan|34.23497557640076|-118.45079183578491|Mexican Restaurant|1
Panorama City - Census Tract 120108|Raspado @ Sepulveda Park|34.22946|-118.457617|Food Truck|8
Panorama City - Census Tract 120104|Wendy's|34.22188843458753|-118.45118996570812|Fast Food Restaurant|2
Northridge - Census Tract 115201|Bun Me!|34.24164048415068|-118.53569972528881|Vietnamese Restaurant|32
Panorama City - Census Tract 120104|Domino's Pizza|34.224150112489276|-118.44974416500918|Pizza Place|3
Sun Valley - Census Tract 122122|Domino's Pizza|34.21784402470951|-118.36944043636322|Pizza Place|3
Panorama City - Census Tract 119340|Ocha thai|34.235004|-118.45077249|Thai Restaurant|5
North Hollywood - Census Tract 123901|Ledy's Restaurant|34.188120787602536|-118.398073826339|Latin American Restaurant|19
Panorama City - Census Tract 120104|El Pollo Loco|34.221834|-118.447731|Fast Food Restaurant|2
Panorama City - Census Tract 120104|Taqueria Jerez|34.22561292|-118.44824274|Mexican Restaurant|1
Sun Valley - Census Tract 122120|Pizza Loca|34.208758442034515|-118.37017191401834|Pizza Place|3
North Hollywood - Census Tract 124104|Mi Carbonero #1|34.186411|-118.385927|Latin American Restaurant|19
North Hills - Census Tract 117405|China Wok|34.23604171422618|-118.46657694873959|Chinese Restaurant|10
Panorama City - Census Tract 119340|La Sirenita Restaurant|34.235958620674545|-118.45001404270413|Seafood Restaurant|54
Panorama City - Census Tract 119310|Little Caesars|34.24853572315172|-118.4472660051141|Pizza Place|3
North Hollywood - Census Tract 124104|North Hollywood Market|34.181467|-118.384267|Deli / Bodega|24
Valley Glen - Census Tract 123420|Jolly Donuts|34.19440631963577|-118.41379727524347|Donut Shop|9
Northridge - Census Tract 115201|Donut Factory|34.24337684939445|-118.53579174375595|Donut Shop|9
Northridge - Census Tract 115104|El Pollo Loco|34.237439|-118.528163|Fast Food Restaurant|2
Sun Valley - Census Tract 121221|El Caporal|34.224308|-118.395903|Restaurant|17
